ticket_id,created_at,resolved_at,status,priority,category,environment,assignee,reporter,team,department_requester,tag,sla_target_hours,resolution_hours,sla_breached,satisfaction_score,story_points,reopen_count,is_escalated,sprint
TKT-18091,2025-05-17 02:31,2025-05-17 16:31,Cancelled,critical,Change Request,Staging,  Vinicius Araújo,Caio Ramos,QA Team,Operações,,4,14,Não,,,3,Não,Sprint 16
TKT-45042,2025-03-30 20:53,2025-03-31 00:53,In Review,Low,Bug,Homologation,Tatiane Gomes,Caio Ramos,Squad Gamma,Financeiro,performance,72,4,Sim,,2,0,Não,Sprint 16
TKT-14117,2025-12-09 06:07,2025-12-09 14:07,In Review,Critical,Incident,Development,Igor Alves,Isabel Freitas,Infra Team,Operações,backend,4,8,Sim,,1,0,Não,Sprint 14
TKT-99118,2025-06-11 05:02,,Not Started,Low,Incident,Development,Fernanda Castro,João Victor,Squad Alpha,Marketing,,72,,,,1,0,Não,Sprint 17
TKT-60461,2025-05-14 05:14,2025-05-14 15:14,In Review,Medium,Bug,Production,Kaio Santos,João Victor,Infra Team,Jurídico,relatório,24,10,Não,,2,0,Não,Sprint 13
TKT-99027,2025-08-03 08:07,2025-08-03 12:07,Done,Medium,Performance,Homologation,Helena Pinto,Thiago Correia,Infra Team,Marketing,,24,4,Não,,,0,Não,
TKT-74398,2025-03-09 14:25,2025-03-09 22:25,Done,Medium,Performance,Staging,Larissa Vieira,Olivia Vaz,Infra Team,Logística,,24,8,Sim,,8,0,Não,Sprint 12
TKT-99840,2025-07-07 00:38,,In Progress,critical,Task,Staging,Natalia Costa,Flávia Melo,Squad Alpha,TI,mobile,4,,,,,1,Não,Sprint 24
TKT-56452,2025-09-04 07:36,2025-09-05 04:36,In Review,Critical,Performance,Development,Natalia Costa,Olivia Vaz,Squad Alpha,Comercial,integração,4,21,Não,3,8,0,Não,Sprint 14
TKT-46027,2025-11-29 02:18,2025-11-29 05:18,In Review,Low,Security,Development,Carla Mendes,Caio Ramos,Squad Gamma,Logística,mobile,72,3,Sim,4,,0,Não,
TKT-90551,2025-04-21 10:24,2025-04-21 13:24,Done,Low,Performance,Development,Renata Teixeira,Ricardo Farias,QA Team,RH,acesso,72,3,Não,,1,0,Não,Sprint 17
TKT-80045,10/09/2025 01:55,,Not Started,Medium,Security,Development,Fernanda Castro,Marina Queiroz,Infra Team,Comercial,relatório,24,,,,5,2,Não,Sprint 13
TKT-40542,07/10/2025 12:46,2025-07-10 20:46,In Review,High,Bug,Development,Igor Alves,Isabel Freitas,Squad Alpha,Logística,integração,8,8,Sim,,,3,Não,Sprint 10
TKT-30592,2025-06-17 23:58,,In Progress,Critical,Task,Production,Diego Rocha,João Victor,Squad Alpha,Logística,backend,4,,,,1,0,Não,
TKT-30277,2025-05-17 05:29,,In Progress,Critical,Incident,Homologation,Lucas Ferreira,Nelson Cardoso,QA Team,Financeiro,database,4,,,,2,0,Não,Sprint 13
TKT-56048,2025-04-11 07:26,2025-04-11 18:26,Done,High,Security,Staging,Carla Mendes,Nelson Cardoso,Squad Gamma,Financeiro,api,8,11,Sim,,3,0,Não,
TKT-22126,2025-01-07 09:37,,Not Started,High,Bug,Staging,Yasmin Pereira,Patricia Leal,Squad Alpha,Logística,database,8,,,,,0,Não,Sprint 23
TKT-69751,19/05/2025 00:59,,Not Started,High,Security,Development,Gabriel Nunes,Thiago Correia,QA Team,Operações,acesso,8,,,,,1,Sim,Sprint 7
TKT-11540,2025-03-13 07:15,,Not Started,Medium,Task,Production,Carla Mendes,Thiago Correia,Infra Team,Financeiro,,24,,,2,8,1,Não,Sprint 11
TKT-22455,2025-08-17 07:22,2025-08-18 01:22,Cancelled,Critical,Task,Development,Kaio Santos,Patricia Leal,QA Team,Logística,mobile,4,18,Não,5,2,0,Não,Sprint 5
TKT-96377,2025-08-08 03:30,,In Progress,High,Security,Homologation,Mateus Oliveira,João Victor,Squad Gamma,Logística,api,8,,,,5,0,Não,Sprint 3
TKT-21200,2025-04-30 20:42,2025-05-01 09:42,In Review,Critcal,Task,Staging,Lucas Ferreira,Eduardo Campos,Infra Team,RH,acesso,4,13,Sim,,1,0,Não,Sprint 10
TKT-46761,2025-09-10 04:41,2025-09-10 15:41,Cancelled,High,Performance,Homologation,  Tatiane Gomes,Olivia Vaz,Squad Alpha,Jurídico,frontend,8,11,Sim,,,2,Não,
TKT-99448,2025-01-08 16:33,2025-01-09 18:33,Cancelled,Critical,Task,Development,Larissa Vieira,Marcos Duarte,Squad Alpha,Marketing,frontend,4,26,Não,,3,0,Não,Sprint 9
TKT-64160,2025-08-29 18:24,2025-08-30 10:24,Cancelled,Critical,Bug,Production,Vinicius Araújo,Amanda Silva,QA Team,Marketing,acesso,4,16,Sim,,5,0,Não,Sprint 10
TKT-72034,2025-04-14 08:55,2025-04-14 13:55,Done,Low,Feature Request,Development,Helena Pinto,Caio Ramos,Squad Alpha,Comercial,backend,72,5,Sim,,5,0,Não,Sprint 3
TKT-52235,2025-07-04 06:58,2025-07-04 22:58,In Review,Critical,Feature Request,Development,Yasmin Pereira,Leonardo Brito,Infra Team,Marketing,integração,4,16,Sim,,,0,Não,Sprint 2
TKT-81267,2025-12-18 18:44,2025-12-18 22:44,Done,Low,Task,Homologation,Larissa Vieira,Eduardo Campos,Infra Team,Logística,mobile,72,4,Sim,3,3,1,Não,Sprint 12
TKT-84876,2025-04-09 08:37,,Not Started,Critcal,Bug,Staging,Diego Rocha,Patricia Leal,Squad Gamma,TI,api,4,,,,2,0,Não,Sprint 17
TKT-64877,2025-05-01 12:28,2025-05-02 06:28,Cancelled,Critical,Performance,Development,Lucas Ferreira,Raquel Torres,Squad Alpha,RH,,4,18,Sim,3,,0,Não,Sprint 17
TKT-16211,2025-05-19 17:41,2025-05-20 00:41,Done,Medium,Feature Request,Production,  Helena Pinto,Marina Queiroz,QA Team,Operações,relatório,24,7,Não,,8,0,Não,Sprint 10
TKT-35133,2025-05-08 13:58,,Not Started,High,Change Request,Homologation,Vinicius Araújo,Nelson Cardoso,Infra Team,RH,,8,,,,1,0,Não,Sprint 6
TKT-22486,2025-05-24 07:43,2025-05-24 13:43,In Review,Low,Incident,Production,Renata Teixeira,João Victor,Squad Gamma,RH,,72,6,Sim,3,,0,Não,Sprint 16
TKT-19702,2025-09-27 01:48,2025-09-27 16:48,Done,Critical,Performance,Production,Yasmin Pereira,Olivia Vaz,Squad Gamma,Marketing,,4,15,Não,,,0,Não,
TKT-26618,2025-04-27 22:51,,In Progress,Critical,Incident,Production,Kaio Santos,Marina Queiroz,QA Team,Marketing,database,4,,,,,2,Não,Sprint 24
TKT-50141,2025-05-20 23:46,2025-05-21 13:46,In Review,Critical,Feature Request,Homologation,Yasmin Pereira,Flávia Melo,QA Team,Comercial,,4,14,Sim,,1,0,Não,Sprint 10
TKT-70193,2025-08-04 09:15,2025-08-04 17:15,In Review,High,Security,Production,Igor Alves,Amanda Silva,Squad Alpha,Comercial,api,8,8,Não,,13,0,Não,Sprint 12
TKT-11272,02/12/2025 21:02,,Not Started,High,Feature Request,Production,Mateus Oliveira,Leonardo Brito,Squad Alpha,Logística,backend,8,,,,5,0,Não,Sprint 6
TKT-37030,2025-02-17 11:47,2025-02-17 20:47,Done,Medium,Performance,Development,Carla Mendes,Eduardo Campos,Squad Gamma,Marketing,relatório,24,9,Sim,2,,0,Não,
TKT-26446,2025-12-07 12:19,,Not Started,Low,Performance,Development,Pedro Henrique,Amanda Silva,Squad Gamma,TI,backend,72,,,,,0,Não,Sprint 3
TKT-82647,2025-02-04 16:16,2025-02-04 23:16,Done,Low,Change Request,Homologation,Helena Pinto,Karen Azevedo,Squad Gamma,Financeiro,autenticação,72,7,Sim,3,8,0,Não,
TKT-21464,2025-03-05 08:10,2025-03-05 15:10,Cancelled,Critical,Feature Request,Staging,Lucas Ferreira,Amanda Silva,Squad Alpha,Marketing,api,4,7,Sim,,,1,Não,Sprint 7
TKT-14369,2025-05-27 18:05,,Not Started,Critical,Feature Request,Homologation,Bruno Lima,Eduardo Campos,QA Team,Financeiro,,4,,,,3,2,Não,Sprint 12
TKT-95331,2025-06-30 09:52,2025-06-30 22:52,Cancelled,Critical,Task,Development,Vinicius Araújo,Isabel Freitas,Infra Team,Marketing,,4,13,Não,,2,0,Não,Sprint 6
TKT-52916,2025-07-03 00:41,2025-07-03 07:41,Cancelled,Medium,Incident,Homologation,Vinicius Araújo,Thiago Correia,Infra Team,Comercial,,24,7,Não,,13,0,Não,
TKT-43138,2025-02-10 06:41,2025-02-10 15:41,Cancelled,High,Change Request,Homologation,Tatiane Gomes,João Victor,Squad Gamma,Logística,mobile,8,9,Não,,1,0,Não,Sprint 17
TKT-76087,2025-12-26 12:09,2025-12-26 17:09,Done,Low,Performance,Development,Julia Moraes,Paulo Rezende,Squad Alpha,Financeiro,,72,5,Não,3,5,0,Não,
TKT-75386,2025-03-18 20:09,,Not Started,Medium,Performance,Development,Julia Moraes,Raquel Torres,Infra Team,Financeiro,backend,24,,,,1,0,Não,Sprint 21
TKT-19376,2025-10-06 10:30,,In Progress,Critical,Bug,Production,Fernanda Castro,Marcos Duarte,Squad Alpha,Jurídico,api,4,,,,8,0,Não,Sprint 18
TKT-21682,2025-07-22 14:42,2025-07-23 05:42,In Review,Critical,Bug,Homologation,Samuel Ribeiro,Flávia Melo,QA Team,Logística,frontend,4,15,Não,,3,2,Não,Sprint 10
TKT-18424,2025-05-27 04:45,,In Progress,Medium,Incident,Development,Larissa Vieira,Simone Barros,Infra Team,Comercial,acesso,24,,,,,0,Não,Sprint 20
TKT-22645,2025-05-17 07:14,2025-05-17 19:14,In Review,High,Performance,Homologation,Fernanda Castro,Eduardo Campos,Squad Alpha,Jurídico,acesso,8,12,Sim,4,5,0,Não,
TKT-66637,2025-11-29 17:51,2025-11-30 09:51,In Review,Critical,Performance,Homologation,Lucas Ferreira,Marina Queiroz,Infra Team,Comercial,,4,16,Não,,1,0,Não,Sprint 5
TKT-66518,2025-01-08 17:10,,In Progress,Critical,Feature Request,Production,Yasmin Pereira,Eduardo Campos,QA Team,Jurídico,relatório,4,,,,2,1,Não,
TKT-81605,2025-10-08 04:46,2025-10-08 15:46,Done,Critical,Feature Request,Development,Pedro Henrique,João Victor,QA Team,Financeiro,performance,4,11,Sim,,,0,Não,Sprint 19
TKT-97765,06/01/2025 00:35,2025-06-01 09:35,Done,Critical,Bug,Staging,Fernanda Castro,Débora Martins,Squad Alpha,TI,integração,4,9,Sim,,,0,Não,Sprint 22
TKT-66310,2025-06-23 16:04,2025-06-24 01:04,Cancelled,Critical,Incident,Production,Lucas Ferreira,Eduardo Campos,QA Team,Marketing,backend,4,9,Não,3,3,0,Não,Sprint 19
TKT-74463,2025-07-15 01:13,,Not Started,Critical,Incident,Production,Lucas Ferreira,Karen Azevedo,Squad Alpha,RH,backend,4,,,3,,0,Não,Sprint 14
TKT-36970,2025-01-25 14:06,2025-01-26 02:06,Done,High,Feature Request,Production,Natalia Costa,João Victor,Squad Gamma,TI,database,8,12,Não,,13,1,Não,Sprint 13
TKT-23144,2025-02-13 15:53,2025-02-13 19:53,Done,Low,Security,Production,Igor Alves,Marcos Duarte,Infra Team,Marketing,integração,72,4,Sim,3,8,0,Não,Sprint 2
TKT-34805,2025-04-10 09:09,,Not Started,Critical,Incident,Staging,Fernanda Castro,Thiago Correia,QA Team,Logística,database,4,,,,5,0,Não,Sprint 10
TKT-93062,2025-12-03 19:03,2025-12-04 11:03,Done,Critical,Bug,Homologation,Renata Teixeira,Amanda Silva,Squad Alpha,TI,,4,16,Não,,1,0,Não,Sprint 19
TKT-22560,2025-05-22 01:35,,In Progress,High,Change Request,Development,Pedro Henrique,Amanda Silva,Squad Alpha,Logística,autenticação,8,,,,,0,Não,Sprint 10
TKT-40222,2025-10-21 21:32,2025-10-22 01:32,Done,Low,Task,Development,Ana Souza,Raquel Torres,Squad Gamma,Operações,backend,72,4,Sim,,1,0,Não,
TKT-16121,2025-02-08 06:03,,Not Started,High,Performance,Staging,Gabriel Nunes,Amanda Silva,QA Team,RH,acesso,8,,,,1,0,Não,Sprint 14
TKT-42902,2025-03-10 01:53,2025-03-10 16:53,In Review,Critical,Feature Request,Development,  Diego Rocha,João Victor,Squad Alpha,Comercial,database,4,15,Sim,,,0,Não,
TKT-48564,2025-09-19 10:50,,In Progress,Low,Incident,Homologation,Mateus Oliveira,Marcos Duarte,QA Team,Financeiro,mobile,72,,,5,1,0,Não,
TKT-85176,2025-02-10 09:42,,In Progress,Medium,Bug,Staging,Ana Souza,Amanda Silva,Squad Alpha,Jurídico,integração,24,,,,2,0,Não,Sprint 18
TKT-81954,2025-02-13 05:32,2025-02-13 10:32,Cancelled,Low,Incident,Homologation,Larissa Vieira,Amanda Silva,Infra Team,Operações,,72,5,Não,,1,0,Não,
TKT-51291,2025-11-06 17:16,,In Progress,Critical,Bug,Homologation,Ana Souza,João Victor,QA Team,Marketing,relatório,4,,,4,2,1,Não,
TKT-62733,2025-11-02 00:24,2025-11-02 12:24,In Review,High,Security,Homologation,Gabriel Nunes,Débora Martins,QA Team,Comercial,performance,8,12,Sim,,8,0,Não,Sprint 1
TKT-13187,2025-02-17 14:04,2025-02-17 18:04,In Review,Low,Feature Request,Production,Samuel Ribeiro,Gustavo Nobre,QA Team,Operações,acesso,72,4,Não,,3,0,Não,Sprint 10
TKT-20327,2025-12-09 10:04,2025-12-10 00:04,In Review,Critical,Performance,Development,Diego Rocha,João Victor,Squad Gamma,RH,acesso,4,14,Sim,,,0,Não,
TKT-19435,05/05/2025 02:46,2025-05-05 09:46,In Review,MEDIUM,Security,Staging,Tatiane Gomes,Marcos Duarte,QA Team,Operações,relatório,24,7,Não,,3,0,Não,Sprint 6
TKT-34327,2025-06-23 10:29,,In Progress,High,Change Request,Development,Julia Moraes,Raquel Torres,QA Team,Comercial,acesso,8,,,4,13,2,Não,
TKT-16559,2025-04-10 07:25,,In Progress,Low,Incident,Staging,Kaio Santos,Eduardo Campos,Squad Gamma,RH,backend,72,,,,,0,Não,
TKT-81232,2025-04-25 13:49,2025-04-25 23:49,In Review,High,Performance,Homologation,Julia Moraes,Débora Martins,Squad Alpha,Financeiro,api,8,10,Não,,2,1,Não,
TKT-83300,2025-12-26 14:49,2025-12-27 07:49,Cancelled,Critical,Task,Homologation,Helena Pinto,Simone Barros,QA Team,TI,mobile,4,17,Não,,8,0,Sim,Sprint 10
TKT-64216,20/02/2025 14:49,2025-02-21 01:49,Done,Critical,Incident,Staging,Natalia Costa,Eduardo Campos,Squad Gamma,Marketing,database,4,11,Sim,,1,0,Não,
TKT-44743,31/05/2025 15:01,2025-06-01 07:01,Done,Critical,Change Request,Staging,Samuel Ribeiro,Patricia Leal,Squad Gamma,Comercial,mobile,4,16,Sim,,,0,Não,Sprint 15
TKT-88811,2025-07-16 11:01,,Not Started,Low,Incident,Development,Yasmin Pereira,Raquel Torres,Squad Alpha,Jurídico,integração,72,,,,2,0,Não,
TKT-61169,11/26/2025 06:47,,Not Started,High,Incident,Homologation,Fernanda Castro,Flávia Melo,Squad Alpha,Comercial,mobile,8,,,,13,0,Não,Sprint 18
TKT-11742,2025-06-28 12:33,2025-06-28 20:33,In Review,Medium,Task,Development,Carla Mendes,Flávia Melo,Squad Alpha,Operações,performance,24,8,Sim,,2,0,Não,
TKT-63931,2025-02-15 16:33,2025-02-16 05:33,In Review,Critical,Performance,Homologation,Mateus Oliveira,Eduardo Campos,Squad Alpha,Operações,integração,4,13,Não,,,0,Não,
TKT-80017,2025-03-16 22:49,2025-03-17 15:49,Done,Critical,Task,Production,Bruno Lima,Amanda Silva,QA Team,Logística,,4,17,Não,,1,2,Não,
TKT-97827,2025-11-22 22:09,,In Progress,Critical,Security,Production,Ana Souza,Eduardo Campos,QA Team,Jurídico,,4,,,4,3,0,Não,
TKT-64026,2025-08-21 17:07,,In Progress,Critical,Change Request,Staging,Samuel Ribeiro,Flávia Melo,Squad Gamma,Comercial,relatório,4,,,,,0,Não,Sprint 18
TKT-83753,2025-04-05 00:38,,In Progress,Critical,Change Request,Staging,Julia Moraes,Marcos Duarte,Squad Alpha,Marketing,integração,4,,,3,13,1,Não,Sprint 9
TKT-99658,2025-08-06 20:23,2025-08-06 23:23,In Review,Low,Incident,Production,Carla Mendes,Paulo Rezende,Infra Team,RH,backend,72,3,Sim,,,1,Sim,
TKT-52494,2025-05-01 01:35,2025-05-01 08:35,In Review,Medium,Feature Request,Production,Lucas Ferreira,Eduardo Campos,Squad Alpha,RH,database,24,7,Sim,,8,0,Sim,Sprint 5
TKT-56796,2025-01-14 03:21,,In Progress,Critical,Feature Request,Development,Gabriel Nunes,Flávia Melo,Squad Alpha,RH,,4,,,,5,0,Não,Sprint 23
TKT-21304,2025-04-01 16:26,2025-04-01 21:26,In Review,Low,Feature Request,Homologation,Julia Moraes,Isabel Freitas,Squad Gamma,Comercial,autenticação,72,5,Sim,,13,0,Não,
TKT-55864,2025-07-05 11:21,,In Progress,Critical,Incident,Homologation,Mateus Oliveira,Olivia Vaz,Squad Alpha,TI,autenticação,4,,,4,,1,Não,Sprint 19
TKT-43356,11/28/2025 13:35,,Not Started,Critical,Incident,Staging,Tatiane Gomes,Gustavo Nobre,QA Team,TI,,4,,,,5,0,Não,
TKT-13408,2025-03-05 12:16,2025-03-05 20:16,In Review,Low,Change Request,Development,Yasmin Pereira,Marina Queiroz,Infra Team,TI,frontend,72,8,Sim,4,2,0,Não,Sprint 4
TKT-40104,2025-01-05 19:42,2025-01-06 07:42,Cancelled,High,Task,Staging,  Gabriel Nunes,Paulo Rezende,Infra Team,Jurídico,,8,12,Sim,,8,1,Não,Sprint 4
TKT-43415,2025-07-08 07:21,,In Progress,High,Performance,Homologation,Renata Teixeira,Nelson Cardoso,QA Team,Comercial,performance,8,,,5,2,0,Não,
TKT-70647,2025-03-21 06:30,2025-03-21 14:30,Done,Medium,Bug,Staging,Mateus Oliveira,Simone Barros,Squad Alpha,Financeiro,,24,8,Sim,,8,1,Não,Sprint 11
TKT-48883,2025-10-04 16:12,2025-10-04 23:12,In Review,High,Incident,Production,Samuel Ribeiro,Leonardo Brito,Infra Team,Marketing,acesso,8,7,Sim,,2,1,Não,Sprint 2
TKT-36544,2025-01-11 00:42,2025-01-11 07:42,Done,Medium,Feature Request,Staging,Gabriel Nunes,Caio Ramos,QA Team,Logística,mobile,24,7,Não,4,,1,Sim,
TKT-89246,06/27/2025 21:05,2025-06-28 09:05,Done,High,Incident,Homologation,Diego Rocha,Ricardo Farias,Infra Team,Comercial,integração,8,12,Sim,,,0,Não,
TKT-73295,2025-01-27 12:42,,In Progress,Critical,Incident,Development,Tatiane Gomes,Paulo Rezende,Infra Team,Logística,api,4,,,,3,0,Não,Sprint 3
TKT-48696,2025-10-17 09:45,,In Progress,Low,Task,Staging,Larissa Vieira,Ricardo Farias,Squad Alpha,Comercial,backend,72,,,4,,0,Não,Sprint 10
TKT-82332,2025-07-14 12:14,2025-07-14 17:14,In Review,Low,Performance,Development,Pedro Henrique,Gustavo Nobre,Infra Team,Operações,autenticação,72,5,Sim,,2,1,Não,Sprint 14
TKT-67318,2025-07-30 05:19,2025-07-30 23:19,Cancelled,Critical,Bug,Development,Renata Teixeira,Amanda Silva,Infra Team,Marketing,autenticação,4,18,Sim,,13,2,Não,Sprint 5
TKT-47606,2025-03-31 11:01,2025-03-31 22:01,In Review,High,Performance,Homologation,Diego Rocha,Gustavo Nobre,Infra Team,Marketing,mobile,8,11,Sim,,,0,Sim,Sprint 11
TKT-95142,2025-03-02 00:20,,In Progress,Critical,Feature Request,Staging,Larissa Vieira,Patricia Leal,Squad Gamma,Comercial,performance,4,,,,,0,Não,Sprint 4
TKT-47090,2025-06-24 19:06,,In Progress,High,Bug,Homologation,Yasmin Pereira,Thiago Correia,QA Team,Jurídico,,8,,,,,0,Não,Sprint 1
TKT-63391,2025-11-01 13:32,2025-11-01 19:32,Done,Low,Performance,Staging,Vinicius Araújo,Leonardo Brito,Squad Gamma,Financeiro,relatório,72,6,Não,,,0,Não,
TKT-71904,2025-04-01 06:30,,In Progress,High,Performance,Production,Fernanda Castro,Amanda Silva,Squad Alpha,RH,,8,,,,3,0,Não,Sprint 2
TKT-86571,2025-12-23 00:49,2025-12-23 09:49,Done,High,Bug,Development,Gabriel Nunes,Paulo Rezende,Squad Gamma,Comercial,acesso,8,9,Sim,,5,0,Não,Sprint 2
TKT-38256,2025-05-14 19:37,2025-05-15 14:37,Cancelled,Critical,Task,Production,Bruno Lima,Thiago Correia,QA Team,Marketing,autenticação,4,19,Não,,,1,Não,Sprint 20
TKT-72477,2025-09-16 19:15,2025-09-17 09:15,In Review,Critical,Security,Homologation,Julia Moraes,Eduardo Campos,QA Team,Marketing,mobile,4,14,Não,,1,0,Não,Sprint 7
TKT-34235,2025-07-12 10:54,2025-07-13 05:54,Done,Critical,Security,Staging,Lucas Ferreira,Caio Ramos,Squad Alpha,RH,autenticação,4,19,Não,,,1,Não,Sprint 4
TKT-27348,2025-05-07 16:17,,In Progress,Low,Security,Development,Vinicius Araújo,Eduardo Campos,QA Team,RH,integração,72,,,,13,0,Não,Sprint 24
TKT-73851,2025-04-08 23:17,2025-04-09 06:17,Cancelled,Medium,Performance,Homologation,Helena Pinto,Patricia Leal,Infra Team,Jurídico,api,24,7,Não,4,5,0,Não,Sprint 19
TKT-66678,2025-05-13 17:28,,In Progress,Medium,Task,Development,Fernanda Castro,Débora Martins,Squad Gamma,Logística,,24,,,,3,0,Sim,Sprint 17
TKT-62573,2025-12-01 23:21,,In Progress,Low,Feature Request,Homologation,Bruno Lima,João Victor,Squad Gamma,Operações,frontend,72,,,,,0,Não,Sprint 17
TKT-90767,2025-03-30 22:01,2025-03-31 08:01,In Review,High,Incident,Development,Diego Rocha,Leonardo Brito,QA Team,Operações,relatório,8,10,Não,,3,2,Não,
TKT-29220,2025-07-16 22:28,2025-07-17 04:28,Done,Low,Feature Request,Homologation,Pedro Henrique,Marina Queiroz,QA Team,Logística,performance,72,6,Não,,5,0,Não,Sprint 16
TKT-48451,2025-02-12 20:07,2025-02-13 04:07,In Review,Medium,Incident,Homologation,Tatiane Gomes,Caio Ramos,Squad Gamma,Marketing,,24,8,Não,,2,0,Sim,Sprint 21
TKT-40411,2025-08-20 05:56,2025-08-20 14:56,Done,High,Feature Request,Homologation,Diego Rocha,Débora Martins,Squad Alpha,TI,frontend,8,9,Sim,,13,0,Não,
TKT-92864,2025-09-23 02:36,2025-09-23 06:36,Cancelled,Low,Security,Production,Diego Rocha,Débora Martins,Infra Team,Operações,api,72,4,Não,,8,0,Não,
TKT-25682,2025-09-16 11:29,2025-09-16 19:29,In Review,Medium,Feature Request,Production,Samuel Ribeiro,Thiago Correia,Infra Team,TI,frontend,24,8,Não,2,2,0,Não,Sprint 3
TKT-93302,2025-05-22 04:08,2025-05-22 09:08,Done,Medium,Incident,Staging,Helena Pinto,Isabel Freitas,Squad Alpha,RH,performance,24,5,Sim,,1,0,Não,Sprint 17
TKT-20804,2025-01-31 08:18,2025-01-31 23:18,Done,Critical,Feature Request,Homologation,Larissa Vieira,Paulo Rezende,Infra Team,Financeiro,mobile,4,15,Sim,,8,0,Não,Sprint 4
TKT-72786,2025-02-09 10:37,2025-02-09 23:37,Cancelled,Critical,Feature Request,Development,Natalia Costa,Débora Martins,Squad Alpha,RH,relatório,4,13,Não,,2,0,Sim,Sprint 21
TKT-65649,2025-04-19 10:00,2025-04-20 00:00,Done,Critical,Feature Request,Staging,Tatiane Gomes,Leonardo Brito,Squad Alpha,Marketing,api,4,14,Sim,,1,0,Não,Sprint 10
TKT-81395,2025-04-17 05:03,,Not Started,Critical,Incident,Homologation,  Natalia Costa,Patricia Leal,Infra Team,Marketing,frontend,4,,,,2,0,Sim,Sprint 13
TKT-47795,2025-10-22 07:51,,In Progress,Medium,Feature Request,Production,Mateus Oliveira,Gustavo Nobre,Squad Alpha,Logística,,24,,,,,0,Não,
TKT-42003,2025-02-09 20:08,2025-02-10 12:08,In Review,Critical,Performance,Development,Helena Pinto,Thiago Correia,QA Team,Operações,performance,4,16,Não,,5,0,Não,Sprint 21
TKT-57197,2025-01-12 21:23,,Not Started,Low,Task,Homologation,Natalia Costa,Marcos Duarte,Infra Team,TI,,72,,,,8,0,Sim,Sprint 5
TKT-64995,2025-12-21 06:57,2025-12-21 16:57,Done,Medium,Feature Request,Development,Natalia Costa,João Victor,Squad Gamma,Marketing,autenticação,24,10,Sim,,2,0,Não,Sprint 13
TKT-65368,2025-10-27 20:28,,Not Started,High,Feature Request,Staging,Carla Mendes,Marina Queiroz,Squad Gamma,Operações,performance,8,,,,,0,Não,
TKT-37857,2025-11-13 23:20,,In Progress,Medium,Bug,Staging,Yasmin Pereira,Raquel Torres,Infra Team,RH,,24,,,,,0,Não,
TKT-19255,2025-02-04 13:43,,In Progress,Critical,Security,Staging,Helena Pinto,Nelson Cardoso,Squad Alpha,Financeiro,integração,4,,,5,3,1,Sim,Sprint 4
TKT-98540,2025-03-15 02:03,2025-03-15 08:03,Cancelled,Medium,Bug,Production,Vinicius Araújo,Débora Martins,Infra Team,Financeiro,mobile,24,6,Não,,1,0,Não,Sprint 11
TKT-64197,2025-12-30 21:09,2025-12-31 00:09,Done,Medium,Feature Request,Homologation,Diego Rocha,Patricia Leal,Squad Alpha,Financeiro,relatório,24,3,Sim,,1,0,Não,Sprint 9
TKT-38710,2025-06-01 01:26,2025-06-01 07:26,Cancelled,Low,Security,Staging,Igor Alves,Ricardo Farias,Squad Alpha,Financeiro,integração,72,6,Não,,,0,Não,
TKT-86658,2025-08-04 11:08,2025-08-04 19:08,Done,Critical,Feature Request,Production,Tatiane Gomes,Eduardo Campos,Squad Gamma,Logística,integração,4,8,Não,3,5,0,Não,Sprint 6
TKT-63061,2025-01-27 01:13,,Not Started,Critical,Task,Homologation,Vinicius Araújo,Ricardo Farias,QA Team,Financeiro,acesso,4,,,,,0,Não,Sprint 24
TKT-57914,27/12/2025 22:03,,Not Started,Medium,Task,Development,Renata Teixeira,Caio Ramos,QA Team,Jurídico,database,24,,,,,2,Sim,Sprint 4
TKT-44123,2025-01-25 19:45,2025-01-26 00:45,In Review,Low,Feature Request,Production,Igor Alves,Amanda Silva,Infra Team,Marketing,api,72,5,Sim,,5,0,Não,Sprint 1
TKT-39365,09/05/2025 15:31,,In Progress,Low,Incident,Staging,Igor Alves,Karen Azevedo,Infra Team,Comercial,database,72,,,2,,0,Sim,Sprint 22
TKT-75762,2025-09-08 02:07,,In Progress,Medium,Change Request,Development,Vinicius Araújo,Ricardo Farias,Squad Gamma,Logística,api,24,,,,1,0,Não,Sprint 22
TKT-32776,2025-10-13 16:01,,Not Started,Low,Security,Staging,Mateus Oliveira,Gustavo Nobre,Infra Team,Jurídico,api,72,,,,5,1,Sim,Sprint 20
TKT-75685,2025-01-06 07:18,2025-01-06 14:18,Cancelled,Medium,Feature Request,Homologation,Gabriel Nunes,Eduardo Campos,Squad Gamma,RH,,24,7,Não,,1,0,Não,Sprint 8
TKT-16165,2025-12-31 19:55,,In Progress,High,Bug,Development,Fernanda Castro,Gustavo Nobre,Infra Team,Operações,performance,8,,,,8,2,Não,Sprint 24
TKT-59875,2025-10-13 23:54,,Not Started,Critical,Performance,Staging,Renata Teixeira,Raquel Torres,Squad Alpha,RH,acesso,4,,,,,0,Não,Sprint 19
TKT-78541,2025-12-31 22:23,2026-01-01 10:23,In Review,High,Incident,Development,Renata Teixeira,Nelson Cardoso,Squad Gamma,Financeiro,frontend,8,12,Sim,5,3,0,Não,Sprint 5
TKT-69393,2025-04-19 00:09,2025-04-19 08:09,Done,High,Task,Production,Fernanda Castro,João Victor,Squad Alpha,TI,api,8,8,Sim,4,13,1,Não,Sprint 24
